скважина;ствол;название_залежи;месяц;год;закачка_воды_технологическая_м3;приемистость_тех__расчетная;закачка_технологическая_с_начала_эксплуатации_м3;время_работы_с_начала_эксплуатации_сут
791;1;Бобриковский горизонт;8;2008;1331;102;165789;3462
791;1;Бобриковский горизонт;9;2008;1690;128;167479;3476
791;1;Бобриковский горизонт;10;2008;1709;119;169188;3490
791;1;Бобриковский горизонт;11;2008;3328;116;172516;3518
791;1;Бобриковский горизонт;12;2008;2434;79;174950;3549
797;1;Бобриковский горизонт;1;2008;819;26;92541;2688
797;1;Бобриковский горизонт;2;2008;672;23;93213;2717
797;1;Бобриковский горизонт;3;2008;876;28;94089;2748
797;1;Бобриковский горизонт;4;2008;724;24;94813;2778
797;1;Бобриковский горизонт;5;2008;744;24;95557;2809
797;1;Бобриковский горизонт;6;2008;744;25;96301;2839
797;1;Бобриковский горизонт;7;2008;775;25;97076;2870
797;1;Бобриковский горизонт;8;2008;765;25;97841;2901
797;1;Бобриковский горизонт;9;2008;748;25;98589;2931
797;1;Бобриковский горизонт;10;2008;751;24;99340;2962
797;1;Бобриковский горизонт;11;2008;691;23;100031;2992
797;1;Бобриковский горизонт;12;2008;775;25;100806;3023
756;1;Бобриковский горизонт;1;2008;0;0;54047;2725
756;1;Бобриковский горизонт;2;2008;0;0;54047;2725
756;1;Бобриковский горизонт;3;2008;0;0;54047;2725
756;1;Бобриковский горизонт;4;2008;0;0;54047;2725
756;1;Бобриковский горизонт;5;2008;0;0;54047;2725
756;1;Бобриковский горизонт;6;2008;0;0;54047;2725
756;1;Бобриковский горизонт;7;2008;0;0;54047;2725
756;1;Бобриковский горизонт;8;2008;0;0;54047;2725
756;1;Бобриковский горизонт;9;2008;0;0;54047;2725
756;1;Бобриковский горизонт;10;2008;0;0;54047;2725
756;1;Бобриковский горизонт;11;2008;0;0;54047;2725
756;1;Бобриковский горизонт;12;2008;0;0;54047;2725
704;1;Турнейский пласт Т1;1;2008;473;15;93589;4009
704;1;Турнейский пласт Т1;2;2008;455;16;94044;4038
704;1;Турнейский пласт Т1;3;2008;713;24;94757;4068
704;1;Турнейский пласт Т1;4;2008;0;0;94757;4068
704;1;Турнейский пласт Т1;5;2008;0;0;94757;4068
704;1;Турнейский пласт Т1;6;2008;227;17;94984;4081
704;1;Турнейский пласт Т1;7;2008;256;18;95240;4095
704;1;Турнейский пласт Т1;8;2008;361;15;95601;4120
704;1;Турнейский пласт Т1;9;2008;207;16;95808;4133
704;1;Турнейский пласт Т1;10;2008;229;16;96037;4147
704;1;Турнейский пласт Т1;11;2008;566;20;96603;4176
704;1;Турнейский пласт Т1;12;2008;430;14;97033;4207
726;1;Турнейский пласт Т1;1;2008;0;0;52119;2653
726;1;Турнейский пласт Т1;2;2008;0;0;52119;2653
726;1;Турнейский пласт Т1;3;2008;0;0;52119;2653
726;1;Турнейский пласт Т1;4;2008;0;0;52119;2653
726;1;Турнейский пласт Т1;5;2008;0;0;52119;2653
726;1;Турнейский пласт Т1;6;2008;758;56;52877;2666
726;1;Турнейский пласт Т1;7;2008;820;58;53697;2681
726;1;Турнейский пласт Т1;8;2008;611;47;54308;2694
726;1;Турнейский пласт Т1;9;2008;661;50;54969;2707
726;1;Турнейский пласт Т1;10;2008;768;54;55737;2721
726;1;Турнейский пласт Т1;11;2008;0;0;55737;2721
726;1;Турнейский пласт Т1;12;2008;0;0;55737;2721
764;1;Турнейский пласт Т1;1;2008;408;13;110856;4129
764;1;Турнейский пласт Т1;2;2008;765;26;111621;4158
764;1;Турнейский пласт Т1;3;2008;1199;41;112820;4187
764;1;Турнейский пласт Т1;4;2008;0;0;112820;4187
764;1;Турнейский пласт Т1;5;2008;0;0;112820;4187
764;1;Турнейский пласт Т1;6;2008;474;35;113294;4200
764;1;Турнейский пласт Т1;7;2008;513;36;113807;4215
764;1;Турнейский пласт Т1;8;2008;382;29;114189;4228
764;1;Турнейский пласт Т1;9;2008;427;32;114616;4241
764;1;Турнейский пласт Т1;10;2008;480;33;115096;4255
764;1;Турнейский пласт Т1;11;2008;1146;40;116242;4284
764;1;Турнейский пласт Т1;12;2008;859;28;117101;4315
769;1;Турнейский пласт Т1;1;2008;372;12;36305;922
769;1;Турнейский пласт Т1;2;2008;561;19;36866;951
769;1;Турнейский пласт Т1;3;2008;782;27;37648;981
769;1;Турнейский пласт Т1;4;2008;0;0;37648;981
769;1;Турнейский пласт Т1;5;2008;0;0;37648;981
769;1;Турнейский пласт Т1;6;2008;316;23;37964;994
769;1;Турнейский пласт Т1;7;2008;342;24;38306;1008
769;1;Турнейский пласт Т1;8;2008;255;19;38561;1021
769;1;Турнейский пласт Т1;9;2008;275;21;38836;1035
769;1;Турнейский пласт Т1;10;2008;320;22;39156;1049
769;1;Турнейский пласт Т1;11;2008;837;29;39993;1078
769;1;Турнейский пласт Т1;12;2008;617;20;40610;1109
909;1;Турнейский пласт Т1;1;2008;1094;35;120684;2560
909;1;Турнейский пласт Т1;2;2008;969;33;121653;2589
909;1;Турнейский пласт Т1;3;2008;1353;46;123006;2619
909;1;Турнейский пласт Т1;4;2008;0;0;123006;2619
909;1;Турнейский пласт Т1;5;2008;0;0;123006;2619
909;1;Турнейский пласт Т1;6;2008;459;34;123465;2632
909;1;Турнейский пласт Т1;7;2008;496;35;123961;2646
909;1;Турнейский пласт Т1;8;2008;369;28;124330;2659
909;1;Турнейский пласт Т1;9;2008;399;30;124729;2673
909;1;Турнейский пласт Т1;10;2008;464;32;125193;2687
909;1;Турнейский пласт Т1;11;2008;1915;67;127108;2715
909;1;Турнейский пласт Т1;12;2008;1322;43;128430;2746
760;1;Турнейский пласт Т1;1;2008;260;8;73336;4226
760;1;Турнейский пласт Т1;2;2008;242;8;73578;4255
760;1;Турнейский пласт Т1;3;2008;381;13;73959;4284
760;1;Турнейский пласт Т1;4;2008;0;0;73959;4284
760;1;Турнейский пласт Т1;5;2008;0;0;73959;4284
760;1;Турнейский пласт Т1;6;2008;126;9;74085;4298
760;1;Турнейский пласт Т1;7;2008;130;10;74215;4311
760;1;Турнейский пласт Т1;8;2008;102;8;74317;4324
760;1;Турнейский пласт Т1;9;2008;137;11;74454;4337
760;1;Турнейский пласт Т1;10;2008;224;16;74678;4352
760;1;Турнейский пласт Т1;11;2008;302;11;74980;4380
760;1;Турнейский пласт Т1;12;2008;200;6;75180;4411
779;1;Турнейский пласт Т1;1;2008;372;12;190376;5715
779;1;Турнейский пласт Т1;2;2008;338;12;190714;5744
779;1;Турнейский пласт Т1;3;2008;462;16;191176;5773
779;1;Турнейский пласт Т1;4;2008;0;0;191176;5773
779;1;Турнейский пласт Т1;5;2008;0;0;191176;5773
779;1;Турнейский пласт Т1;6;2008;174;13;191350;5787
779;1;Турнейский пласт Т1;7;2008;188;13;191538;5801
779;1;Турнейский пласт Т1;8;2008;140;11;191678;5814
779;1;Турнейский пласт Т1;9;2008;259;20;191937;5827
779;1;Турнейский пласт Т1;10;2008;832;58;192769;5841
779;1;Турнейский пласт Т1;11;2008;1987;70;194756;5870
779;1;Турнейский пласт Т1;12;2008;1476;48;196232;5901
723;1;Турнейский пласт Т1;1;2008;0;0;58321;2579
723;1;Турнейский пласт Т1;2;2008;0;0;58321;2579
723;1;Турнейский пласт Т1;3;2008;0;0;58321;2579
723;1;Турнейский пласт Т1;4;2008;0;0;58321;2579
723;1;Турнейский пласт Т1;5;2008;0;0;58321;2579
723;1;Турнейский пласт Т1;6;2008;790;58;59111;2593
723;1;Турнейский пласт Т1;7;2008;854;61;59965;2607
723;1;Турнейский пласт Т1;8;2008;636;49;60601;2620
723;1;Турнейский пласт Т1;9;2008;688;52;61289;2633
723;1;Турнейский пласт Т1;10;2008;800;56;62089;2647
723;1;Турнейский пласт Т1;11;2008;0;0;62089;2647
723;1;Турнейский пласт Т1;12;2008;0;0;62089;2647
724;1;Турнейский пласт Т1;1;2008;1080;35;59515;2904
724;1;Турнейский пласт Т1;2;2008;1107;38;60622;2933
724;1;Турнейский пласт Т1;3;2008;1621;55;62243;2963
724;1;Турнейский пласт Т1;4;2008;0;0;62243;2963
724;1;Турнейский пласт Т1;5;2008;0;0;62243;2963
724;1;Турнейский пласт Т1;6;2008;553;41;62796;2976
724;1;Турнейский пласт Т1;7;2008;441;43;63237;2987
724;1;Турнейский пласт Т1;8;2008;446;34;63683;3000
724;1;Турнейский пласт Т1;9;2008;484;37;64167;3013
724;1;Турнейский пласт Т1;10;2008;576;40;64743;3027
724;1;Турнейский пласт Т1;11;2008;1108;39;65851;3056
724;1;Турнейский пласт Т1;12;2008;805;26;66656;3087
725;1;Турнейский пласт Т1;1;2008;1041;34;108706;3642
725;1;Турнейский пласт Т1;2;2008;1068;37;109774;3671
725;1;Турнейский пласт Т1;3;2008;989;32;110763;3702
725;1;Турнейский пласт Т1;4;2008;1076;36;111839;3732
725;1;Турнейский пласт Т1;5;2008;1116;36;112955;3763
725;1;Турнейский пласт Т1;6;2008;1056;35;114011;3793
725;1;Турнейский пласт Т1;7;2008;1085;35;115096;3824
725;1;Турнейский пласт Т1;8;2008;1095;35;116191;3855
725;1;Турнейский пласт Т1;9;2008;1052;35;117243;3885
725;1;Турнейский пласт Т1;10;2008;1109;36;118352;3916
725;1;Турнейский пласт Т1;11;2008;1109;37;119461;3946
725;1;Турнейский пласт Т1;12;2008;1085;35;120546;3977
729;1;Тульский пласт Тл2а;1;2009;2;0;265;1465
729;1;Тульский пласт Тл2а;2;2009;2;0;267;1493
729;1;Тульский пласт Тл2а;3;2009;2;0;269;1523
729;1;Тульский пласт Тл2а;4;2009;0;0;269;1523
729;1;Тульский пласт Тл2а;5;2009;0;0;269;1523
729;1;Тульский пласт Тл2а;6;2009;1;0;270;1535
729;1;Тульский пласт Тл2а;7;2009;0;0;270;1535
729;1;Тульский пласт Тл2а;8;2009;0;0;270;1535
729;1;Тульский пласт Тл2а;9;2009;6;0;276;1564
729;1;Тульский пласт Тл2а;10;2009;4;0;280;1595
729;1;Тульский пласт Тл2а;11;2009;4;0;284;1625
729;1;Тульский пласт Тл2а;12;2009;4;0;288;1656
937;1;Тульский пласт Тл2а;1;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;2;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;3;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;4;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;5;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;6;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;7;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;8;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;9;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;10;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;11;2009;0;0;38496;2546
937;1;Тульский пласт Тл2а;12;2009;0;0;38496;2546
910;1;Тульский пласт Тл2а;1;2009;403;13;74527;5348
910;1;Тульский пласт Тл2а;2;2009;363;13;74890;5376
910;1;Тульский пласт Тл2а;3;2009;315;10;75205;5407
910;1;Тульский пласт Тл2а;4;2009;0;0;75205;5407
910;1;Тульский пласт Тл2а;5;2009;0;0;75205;5407
910;1;Тульский пласт Тл2а;6;2009;94;16;75299;5413
910;1;Тульский пласт Тл2а;7;2009;0;0;75299;5413
910;1;Тульский пласт Тл2а;8;2009;0;0;75299;5413
910;1;Тульский пласт Тл2а;9;2009;0;0;75299;5413
910;1;Тульский пласт Тл2а;10;2009;0;0;75299;5413
910;1;Тульский пласт Тл2а;11;2009;0;0;75299;5413
910;1;Тульский пласт Тл2а;12;2009;0;0;75299;5413
918;1;Тульский пласт Тл2а;1;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;2;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;3;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;4;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;5;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;6;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;7;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;8;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;9;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;10;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;11;2009;0;0;9024;2072
918;1;Тульский пласт Тл2а;12;2009;0;0;9024;2072
921;1;Тульский пласт Тл2а;1;2009;1552;50;21149;1755
921;1;Тульский пласт Тл2а;2;2009;1396;50;22545;1783
921;1;Тульский пласт Тл2а;3;2009;1211;39;23756;1814
921;1;Тульский пласт Тл2а;4;2009;0;0;23756;1814
921;1;Тульский пласт Тл2а;5;2009;0;0;23756;1814
921;1;Тульский пласт Тл2а;6;2009;550;63;24306;1823
921;1;Тульский пласт Тл2а;7;2009;0;0;24306;1823
921;1;Тульский пласт Тл2а;8;2009;0;0;24306;1823
921;1;Тульский пласт Тл2а;9;2009;494;17;24800;1852
921;1;Тульский пласт Тл2а;10;2009;324;10;25124;1883
921;1;Тульский пласт Тл2а;11;2009;246;8;25370;1913
921;1;Тульский пласт Тл2а;12;2009;312;10;25682;1944
927;1;Тульский пласт Тл2а;1;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;2;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;3;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;4;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;5;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;6;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;7;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;8;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;9;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;10;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;11;2009;0;0;104416;5541
927;1;Тульский пласт Тл2а;12;2009;0;0;104416;5541
914;1;Тульский пласт Тл2а;1;2009;645;21;130963;3001
914;1;Тульский пласт Тл2а;2;2009;589;21;131552;3029
914;1;Тульский пласт Тл2а;3;2009;4672;152;136224;3060
914;1;Тульский пласт Тл2а;4;2009;0;0;136224;3060
914;1;Тульский пласт Тл2а;5;2009;0;0;136224;3060
914;1;Тульский пласт Тл2а;6;2009;453;40;136677;3072
914;1;Тульский пласт Тл2а;7;2009;0;0;136677;3072
914;1;Тульский пласт Тл2а;8;2009;0;0;136677;3072
914;1;Тульский пласт Тл2а;9;2009;355;12;137032;3101
914;1;Тульский пласт Тл2а;10;2009;177;6;137209;3132
914;1;Тульский пласт Тл2а;11;2009;150;5;137359;3162
914;1;Тульский пласт Тл2а;12;2009;207;7;137566;3193
797;1;Тульский пласт Тл2а;1;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;2;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;3;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;4;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;5;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;6;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;7;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;8;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;9;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;10;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;11;2009;0;0;944;2123
797;1;Тульский пласт Тл2а;12;2009;0;0;944;2123
752;1;Тульский пласт Тл2б;1;2009;1179;38;45487;2008
752;1;Тульский пласт Тл2б;2;2009;1060;38;46547;2036
752;1;Тульский пласт Тл2б;3;2009;920;30;47467;2066
752;1;Тульский пласт Тл2б;4;2009;0;0;47467;2066
752;1;Тульский пласт Тл2б;5;2009;0;0;47467;2066
752;1;Тульский пласт Тл2б;6;2009;548;48;48015;2078
752;1;Тульский пласт Тл2б;7;2009;0;0;48015;2078
752;1;Тульский пласт Тл2б;8;2009;0;0;48015;2078
752;1;Тульский пласт Тл2б;9;2009;924;31;48939;2107
752;1;Тульский пласт Тл2б;10;2009;1178;38;50117;2138
752;1;Тульский пласт Тл2б;11;2009;984;33;51101;2168
752;1;Тульский пласт Тл2б;12;2009;1126;36;52227;2199
729;1;Тульский пласт Тл2б;1;2009;246;8;25954;1465
729;1;Тульский пласт Тл2б;2;2009;221;8;26175;1493
729;1;Тульский пласт Тл2б;3;2009;192;6;26367;1523
729;1;Тульский пласт Тл2б;4;2009;0;0;26367;1523
729;1;Тульский пласт Тл2б;5;2009;0;0;26367;1523
729;1;Тульский пласт Тл2б;6;2009;114;10;26481;1535
729;1;Тульский пласт Тл2б;7;2009;0;0;26481;1535
729;1;Тульский пласт Тл2б;8;2009;0;0;26481;1535
729;1;Тульский пласт Тл2б;9;2009;563;19;27044;1564
729;1;Тульский пласт Тл2б;10;2009;439;14;27483;1595
729;1;Тульский пласт Тл2б;11;2009;373;12;27856;1625
729;1;Тульский пласт Тл2б;12;2009;429;14;28285;1656
934;1;Тульский пласт Тл2б;1;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;2;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;3;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;4;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;5;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;6;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;7;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;8;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;9;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;10;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;11;2009;0;0;48966;2374
934;1;Тульский пласт Тл2б;12;2009;0;0;48966;2374
937;1;Тульский пласт Тл2б;1;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;2;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;3;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;4;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;5;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;6;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;7;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;8;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;9;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;10;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;11;2009;0;0;61586;2546
937;1;Тульский пласт Тл2б;12;2009;0;0;61586;2546
784;1;Тульский пласт Тл2б;1;2009;621;20;94252;4847
784;1;Тульский пласт Тл2б;2;2009;558;20;94810;4875
784;1;Тульский пласт Тл2б;3;2009;484;16;95294;4906
784;1;Тульский пласт Тл2б;4;2009;0;0;95294;4906
784;1;Тульский пласт Тл2б;5;2009;0;0;95294;4906
784;1;Тульский пласт Тл2б;6;2009;245;25;95539;4916
784;1;Тульский пласт Тл2б;7;2009;0;0;95539;4916
784;1;Тульский пласт Тл2б;8;2009;0;0;95539;4916
784;1;Тульский пласт Тл2б;9;2009;488;16;96027;4945
784;1;Тульский пласт Тл2б;10;2009;442;14;96469;4976
784;1;Тульский пласт Тл2б;11;2009;129;11;96598;4988
784;1;Тульский пласт Тл2б;12;2009;0;0;96598;4988
785;1;Тульский пласт Тл2б;1;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;2;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;3;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;4;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;5;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;6;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;7;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;8;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;9;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;10;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;11;2009;0;0;105329;4494
785;1;Тульский пласт Тл2б;12;2009;0;0;105329;4494
910;1;Тульский пласт Тл2б;1;2009;484;16;89421;5348
910;1;Тульский пласт Тл2б;2;2009;435;16;89856;5376
910;1;Тульский пласт Тл2б;3;2009;378;12;90234;5407
910;1;Тульский пласт Тл2б;4;2009;0;0;90234;5407
910;1;Тульский пласт Тл2б;5;2009;0;0;90234;5407
910;1;Тульский пласт Тл2б;6;2009;113;20;90347;5413
910;1;Тульский пласт Тл2б;7;2009;0;0;90347;5413
910;1;Тульский пласт Тл2б;8;2009;0;0;90347;5413
910;1;Тульский пласт Тл2б;9;2009;0;0;90347;5413
910;1;Тульский пласт Тл2б;10;2009;0;0;90347;5413
910;1;Тульский пласт Тл2б;11;2009;0;0;90347;5413
910;1;Тульский пласт Тл2б;12;2009;0;0;90347;5413
918;1;Тульский пласт Тл2б;1;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;2;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;3;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;4;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;5;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;6;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;7;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;8;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;9;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;10;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;11;2009;0;0;12896;2072
918;1;Тульский пласт Тл2б;12;2009;0;0;12896;2072
921;1;Тульский пласт Тл2б;1;2009;1551;50;21128;1755
921;1;Тульский пласт Тл2б;2;2009;1395;50;22523;1783
921;1;Тульский пласт Тл2б;3;2009;1211;39;23734;1814
921;1;Тульский пласт Тл2б;4;2009;0;0;23734;1814
921;1;Тульский пласт Тл2б;5;2009;0;0;23734;1814
921;1;Тульский пласт Тл2б;6;2009;549;63;24283;1823
921;1;Тульский пласт Тл2б;7;2009;0;0;24283;1823
921;1;Тульский пласт Тл2б;8;2009;0;0;24283;1823
921;1;Тульский пласт Тл2б;9;2009;494;17;24777;1852
921;1;Тульский пласт Тл2б;10;2009;323;10;25100;1883
921;1;Тульский пласт Тл2б;11;2009;245;8;25345;1913
921;1;Тульский пласт Тл2б;12;2009;312;10;25657;1944
927;1;Тульский пласт Тл2б;1;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;2;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;3;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;4;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;5;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;6;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;7;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;8;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;9;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;10;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;11;2009;0;0;118763;5447
927;1;Тульский пласт Тл2б;12;2009;0;0;118763;5447
931;1;Тульский пласт Тл2б;1;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;2;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;3;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;4;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;5;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;6;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;7;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;8;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;9;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;10;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;11;2009;0;0;23376;1533
931;1;Тульский пласт Тл2б;12;2009;0;0;23376;1533
901;1;Тульский пласт Тл2б;1;2009;9311;300;123906;376
901;1;Тульский пласт Тл2б;2;2009;8373;299;132279;404
901;1;Тульский пласт Тл2б;3;2009;7266;236;139545;435
901;1;Тульский пласт Тл2б;4;2009;0;0;139545;435
901;1;Тульский пласт Тл2б;5;2009;0;0;139545;435
901;1;Тульский пласт Тл2б;6;2009;3306;378;142851;443
901;1;Тульский пласт Тл2б;7;2009;0;0;142851;443
901;1;Тульский пласт Тл2б;8;2009;0;0;142851;443
901;1;Тульский пласт Тл2б;9;2009;0;0;142851;443
901;1;Тульский пласт Тл2б;10;2009;0;0;142851;443
901;1;Тульский пласт Тл2б;11;2009;0;0;142851;443
901;1;Тульский пласт Тл2б;12;2009;0;0;142851;443
902;1;Тульский пласт Тл2б;1;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;2;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;3;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;4;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;5;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;6;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;7;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;8;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;9;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;10;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;11;2009;0;0;50659;2195
902;1;Тульский пласт Тл2б;12;2009;0;0;50659;2195
905;1;Тульский пласт Тл2б;1;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;2;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;3;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;4;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;5;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;6;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;7;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;8;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;9;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;10;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;11;2009;0;0;13712;411
905;1;Тульский пласт Тл2б;12;2009;0;0;13712;411
911;1;Тульский пласт Тл2б;1;2009;776;25;22624;732
911;1;Тульский пласт Тл2б;2;2009;698;25;23322;760
911;1;Тульский пласт Тл2б;3;2009;605;20;23927;791
911;1;Тульский пласт Тл2б;4;2009;0;0;23927;791
911;1;Тульский пласт Тл2б;5;2009;0;0;23927;791
911;1;Тульский пласт Тл2б;6;2009;361;32;24288;802
911;1;Тульский пласт Тл2б;7;2009;0;0;24288;802
911;1;Тульский пласт Тл2б;8;2009;0;0;24288;802
911;1;Тульский пласт Тл2б;9;2009;716;24;25004;832
911;1;Тульский пласт Тл2б;10;2009;472;15;25476;863
911;1;Тульский пласт Тл2б;11;2009;471;16;25947;893
911;1;Тульский пласт Тл2б;12;2009;640;21;26587;924
912;1;Тульский пласт Тл2б;1;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;2;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;3;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;4;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;5;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;6;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;7;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;8;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;9;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;10;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;11;2009;0;0;54183;2284
912;1;Тульский пласт Тл2б;12;2009;0;0;54183;2284
914;1;Тульский пласт Тл2б;1;2009;487;16;98788;3001
914;1;Тульский пласт Тл2б;2;2009;444;16;99232;3029
914;1;Тульский пласт Тл2б;3;2009;3525;115;102757;3060
