скважина;ствол;название_залежи;месяц;год;закачка_воды_технологическая_м3;приемистость_тех__расчетная;закачка_технологическая_с_начала_эксплуатации_м3;время_работы_с_начала_эксплуатации_сут
934;1;Тульский пласт Тл2б;4;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;5;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;6;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;7;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;8;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;9;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;10;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;11;1998;0;0;48966;2374
934;1;Тульский пласт Тл2б;12;1998;0;0;48966;2374
937;1;Тульский пласт Тл2б;1;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;2;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;3;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;4;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;5;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;6;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;7;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;8;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;9;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;10;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;11;1998;0;0;61586;2546
937;1;Тульский пласт Тл2б;12;1998;0;0;61586;2546
784;1;Тульский пласт Тл2б;1;1998;0;0;44796;2471
784;1;Тульский пласт Тл2б;2;1998;0;0;44796;2471
784;1;Тульский пласт Тл2б;3;1998;0;0;44796;2471
784;1;Тульский пласт Тл2б;4;1998;0;0;44796;2471
784;1;Тульский пласт Тл2б;5;1998;0;0;44796;2471
784;1;Тульский пласт Тл2б;6;1998;48;2;44844;2495
784;1;Тульский пласт Тл2б;7;1998;62;2;44906;2526
784;1;Тульский пласт Тл2б;8;1998;31;1;44937;2557
784;1;Тульский пласт Тл2б;9;1998;0;0;44937;2557
784;1;Тульский пласт Тл2б;10;1998;0;0;44937;2557
784;1;Тульский пласт Тл2б;11;1998;30;1;44967;2587
784;1;Тульский пласт Тл2б;12;1998;31;1;44998;2618
785;1;Тульский пласт Тл2б;1;1998;62;2;44760;2672
785;1;Тульский пласт Тл2б;2;1998;28;1;44788;2700
785;1;Тульский пласт Тл2б;3;1998;31;1;44819;2731
785;1;Тульский пласт Тл2б;4;1998;8;1;44827;2740
785;1;Тульский пласт Тл2б;5;1998;0;0;44827;2740
785;1;Тульский пласт Тл2б;6;1998;48;2;44875;2764
785;1;Тульский пласт Тл2б;7;1998;62;2;44937;2795
785;1;Тульский пласт Тл2б;8;1998;31;1;44968;2826
785;1;Тульский пласт Тл2б;9;1998;0;0;44968;2826
785;1;Тульский пласт Тл2б;10;1998;0;0;44968;2826
785;1;Тульский пласт Тл2б;11;1998;30;1;44998;2856
785;1;Тульский пласт Тл2б;12;1998;31;1;45029;2887
910;1;Тульский пласт Тл2б;1;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;2;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;3;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;4;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;5;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;6;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;7;1998;0;0;53749;3130
910;1;Тульский пласт Тл2б;8;1998;51;3;53800;3147
910;1;Тульский пласт Тл2б;9;1998;90;3;53890;3177
910;1;Тульский пласт Тл2б;10;1998;130;4;54020;3208
910;1;Тульский пласт Тл2б;11;1998;81;3;54101;3238
910;1;Тульский пласт Тл2б;12;1998;73;2;54174;3269
918;1;Тульский пласт Тл2б;1;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;2;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;3;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;4;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;5;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;6;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;7;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;8;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;9;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;10;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;11;1998;0;0;12896;2072
918;1;Тульский пласт Тл2б;12;1998;0;0;12896;2072
927;1;Тульский пласт Тл2б;1;1998;1984;64;96060;3469
927;1;Тульский пласт Тл2б;2;1998;1568;56;97628;3497
927;1;Тульский пласт Тл2б;3;1998;1736;130;99364;3511
927;1;Тульский пласт Тл2б;4;1998;0;0;99364;3511
927;1;Тульский пласт Тл2б;5;1998;0;0;99364;3511
927;1;Тульский пласт Тл2б;6;1998;0;0;99364;3511
927;1;Тульский пласт Тл2б;7;1998;0;0;99364;3511
927;1;Тульский пласт Тл2б;8;1998;0;0;99364;3511
927;1;Тульский пласт Тл2б;9;1998;1658;57;101022;3540
927;1;Тульский пласт Тл2б;10;1998;1120;36;102142;3571
927;1;Тульский пласт Тл2б;11;1998;0;0;102142;3571
927;1;Тульский пласт Тл2б;12;1998;562;22;102704;3597
931;1;Тульский пласт Тл2б;1;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;2;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;3;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;4;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;5;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;6;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;7;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;8;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;9;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;10;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;11;1998;0;0;23376;1533
931;1;Тульский пласт Тл2б;12;1998;0;0;23376;1533
902;1;Тульский пласт Тл2б;1;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;2;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;3;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;4;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;5;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;6;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;7;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;8;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;9;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;10;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;11;1998;0;0;50659;2195
902;1;Тульский пласт Тл2б;12;1998;0;0;50659;2195
905;1;Тульский пласт Тл2б;1;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;2;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;3;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;4;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;5;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;6;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;7;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;8;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;9;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;10;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;11;1998;0;0;13712;411
905;1;Тульский пласт Тл2б;12;1998;0;0;13712;411
912;1;Тульский пласт Тл2б;1;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;2;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;3;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;4;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;5;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;6;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;7;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;8;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;9;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;10;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;11;1998;0;0;54183;2284
912;1;Тульский пласт Тл2б;12;1998;0;0;54183;2284
914;1;Тульский пласт Тл2б;1;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;2;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;3;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;4;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;5;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;6;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;7;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;8;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;9;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;10;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;11;1998;0;0;20634;1014
914;1;Тульский пласт Тл2б;12;1998;0;0;20634;1014
791;1;Тульский пласт Тл2б;1;1998;9;0;10066;2474
791;1;Тульский пласт Тл2б;2;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;3;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;4;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;5;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;6;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;7;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;8;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;9;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;10;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;11;1998;0;0;10066;2474
791;1;Тульский пласт Тл2б;12;1998;0;0;10066;2474
797;1;Тульский пласт Тл2б;3;1998;2;0;2;12
797;1;Тульский пласт Тл2б;4;1998;0;0;2;12
797;1;Тульский пласт Тл2б;5;1998;0;0;2;12
797;1;Тульский пласт Тл2б;6;1998;0;0;2;12
797;1;Тульский пласт Тл2б;7;1998;0;0;2;12
797;1;Тульский пласт Тл2б;8;1998;0;0;2;12
797;1;Тульский пласт Тл2б;9;1998;0;0;2;12
797;1;Тульский пласт Тл2б;10;1998;0;0;2;12
797;1;Тульский пласт Тл2б;11;1998;0;0;2;12
797;1;Тульский пласт Тл2б;12;1998;0;0;2;12
756;1;Тульский пласт Тл2б;1;1998;105;3;8064;2622
756;1;Тульский пласт Тл2б;2;1998;4;0;8068;2650
756;1;Тульский пласт Тл2б;3;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;4;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;5;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;6;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;7;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;8;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;9;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;10;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;11;1998;0;0;8068;2650
756;1;Тульский пласт Тл2б;12;1998;0;0;8068;2650
935;1;Бобриковский горизонт;1;1998;0;0;436051;2596
935;1;Бобриковский горизонт;2;1998;0;0;436051;2596
935;1;Бобриковский горизонт;3;1998;0;0;436051;2596
935;1;Бобриковский горизонт;4;1998;0;0;436051;2596
935;1;Бобриковский горизонт;5;1998;0;0;436051;2596
935;1;Бобриковский горизонт;6;1998;0;0;436051;2596
935;1;Бобриковский горизонт;7;1998;0;0;436051;2596
935;1;Бобриковский горизонт;8;1998;0;0;436051;2596
935;1;Бобриковский горизонт;9;1998;0;0;436051;2596
935;1;Бобриковский горизонт;10;1998;0;0;436051;2596
935;1;Бобриковский горизонт;11;1998;0;0;436051;2596
935;1;Бобриковский горизонт;12;1998;0;0;436051;2596
937;1;Бобриковский горизонт;1;1998;0;0;669802;2546
937;1;Бобриковский горизонт;2;1998;0;0;669802;2546
937;1;Бобриковский горизонт;3;1998;0;0;669802;2546
937;1;Бобриковский горизонт;4;1998;0;0;669802;2546
937;1;Бобриковский горизонт;5;1998;0;0;669802;2546
937;1;Бобриковский горизонт;6;1998;0;0;669802;2546
937;1;Бобриковский горизонт;7;1998;0;0;669802;2546
937;1;Бобриковский горизонт;8;1998;0;0;669802;2546
937;1;Бобриковский горизонт;9;1998;0;0;669802;2546
937;1;Бобриковский горизонт;10;1998;0;0;669802;2546
937;1;Бобриковский горизонт;11;1998;0;0;669802;2546
937;1;Бобриковский горизонт;12;1998;0;0;669802;2546
763;1;Бобриковский горизонт;1;1998;0;0;150433;2559
763;1;Бобриковский горизонт;2;1998;0;0;150433;2559
763;1;Бобриковский горизонт;3;1998;0;0;150433;2559
763;1;Бобриковский горизонт;4;1998;0;0;150433;2559
763;1;Бобриковский горизонт;5;1998;0;0;150433;2559
763;1;Бобриковский горизонт;6;1998;0;0;150433;2559
763;1;Бобриковский горизонт;7;1998;0;0;150433;2559
763;1;Бобриковский горизонт;8;1998;0;0;150433;2559
763;1;Бобриковский горизонт;9;1998;0;0;150433;2559
763;1;Бобриковский горизонт;10;1998;0;0;150433;2559
763;1;Бобриковский горизонт;11;1998;0;0;150433;2559
763;1;Бобриковский горизонт;12;1998;0;0;150433;2559
783;1;Бобриковский горизонт;1;1998;0;0;98492;2251
783;1;Бобриковский горизонт;2;1998;0;0;98492;2251
783;1;Бобриковский горизонт;3;1998;0;0;98492;2251
783;1;Бобриковский горизонт;4;1998;0;0;98492;2251
783;1;Бобриковский горизонт;5;1998;0;0;98492;2251
783;1;Бобриковский горизонт;6;1998;0;0;98492;2251
783;1;Бобриковский горизонт;7;1998;0;0;98492;2251
783;1;Бобриковский горизонт;8;1998;0;0;98492;2251
783;1;Бобриковский горизонт;9;1998;0;0;98492;2251
783;1;Бобриковский горизонт;10;1998;1550;50;100042;2282
783;1;Бобриковский горизонт;11;1998;390;13;100432;2312
783;1;Бобриковский горизонт;12;1998;1085;35;101517;2343
785;1;Бобриковский горизонт;1;1998;0;0;19296;1551
785;1;Бобриковский горизонт;2;1998;0;0;19296;1551
785;1;Бобриковский горизонт;3;1998;0;0;19296;1551
785;1;Бобриковский горизонт;4;1998;0;0;19296;1551
785;1;Бобриковский горизонт;5;1998;0;0;19296;1551
785;1;Бобриковский горизонт;6;1998;0;0;19296;1551
785;1;Бобриковский горизонт;7;1998;0;0;19296;1551
785;1;Бобриковский горизонт;8;1998;0;0;19296;1551
785;1;Бобриковский горизонт;9;1998;0;0;19296;1551
785;1;Бобриковский горизонт;10;1998;0;0;19296;1551
785;1;Бобриковский горизонт;11;1998;0;0;19296;1551
785;1;Бобриковский горизонт;12;1998;0;0;19296;1551
910;1;Бобриковский горизонт;1;1998;0;0;797279;3130
910;1;Бобриковский горизонт;2;1998;0;0;797279;3130
910;1;Бобриковский горизонт;3;1998;0;0;797279;3130
910;1;Бобриковский горизонт;4;1998;0;0;797279;3130
910;1;Бобриковский горизонт;5;1998;0;0;797279;3130
910;1;Бобриковский горизонт;6;1998;0;0;797279;3130
910;1;Бобриковский горизонт;7;1998;0;0;797279;3130
910;1;Бобриковский горизонт;8;1998;756;44;798035;3147
910;1;Бобриковский горизонт;9;1998;1335;45;799370;3177
910;1;Бобриковский горизонт;10;1998;1931;62;801301;3208
910;1;Бобриковский горизонт;11;1998;1201;40;802502;3238
910;1;Бобриковский горизонт;12;1998;1076;35;803578;3269
918;1;Бобриковский горизонт;1;1998;0;0;107009;2072
918;1;Бобриковский горизонт;2;1998;0;0;107009;2072
918;1;Бобриковский горизонт;3;1998;0;0;107009;2072
918;1;Бобриковский горизонт;4;1998;0;0;107009;2072
918;1;Бобриковский горизонт;5;1998;0;0;107009;2072
918;1;Бобриковский горизонт;6;1998;0;0;107009;2072
918;1;Бобриковский горизонт;7;1998;0;0;107009;2072
918;1;Бобриковский горизонт;8;1998;0;0;107009;2072
918;1;Бобриковский горизонт;9;1998;0;0;107009;2072
918;1;Бобриковский горизонт;10;1998;0;0;107009;2072
918;1;Бобриковский горизонт;11;1998;0;0;107009;2072
918;1;Бобриковский горизонт;12;1998;0;0;107009;2072
927;1;Бобриковский горизонт;1;1998;21328;688;1032645;3469
927;1;Бобриковский горизонт;2;1998;16856;602;1049501;3497
927;1;Бобриковский горизонт;3;1998;18662;1400;1068163;3511
927;1;Бобриковский горизонт;4;1998;0;0;1068163;3511
927;1;Бобриковский горизонт;5;1998;0;0;1068163;3511
927;1;Бобриковский горизонт;6;1998;0;0;1068163;3511
927;1;Бобриковский горизонт;7;1998;0;0;1068163;3511
927;1;Бобриковский горизонт;8;1998;0;0;1068163;3511
927;1;Бобриковский горизонт;9;1998;17819;614;1085982;3540
927;1;Бобриковский горизонт;10;1998;12040;388;1098022;3571
927;1;Бобриковский горизонт;11;1998;0;0;1098022;3571
927;1;Бобриковский горизонт;12;1998;6037;232;1104059;3597
791;1;Бобриковский горизонт;1;1998;53;2;56997;2474
791;1;Бобриковский горизонт;2;1998;0;0;56997;2474
791;1;Бобриковский горизонт;3;1998;0;0;56997;2474
791;1;Бобриковский горизонт;4;1998;0;0;56997;2474
791;1;Бобриковский горизонт;5;1998;0;0;56997;2474
791;1;Бобриковский горизонт;6;1998;0;0;56997;2474
791;1;Бобриковский горизонт;7;1998;0;0;56997;2474
791;1;Бобриковский горизонт;8;1998;0;0;56997;2474
791;1;Бобриковский горизонт;9;1998;0;0;56997;2474
791;1;Бобриковский горизонт;10;1998;0;0;56997;2474
791;1;Бобриковский горизонт;11;1998;0;0;56997;2474
791;1;Бобриковский горизонт;12;1998;0;0;56997;2474
797;1;Бобриковский горизонт;3;1998;10;1;10;12
797;1;Бобриковский горизонт;4;1998;0;0;10;12
797;1;Бобриковский горизонт;5;1998;0;0;10;12
797;1;Бобриковский горизонт;6;1998;0;0;10;12
797;1;Бобриковский горизонт;7;1998;0;0;10;12
797;1;Бобриковский горизонт;8;1998;0;0;10;12
797;1;Бобриковский горизонт;9;1998;0;0;10;12
797;1;Бобриковский горизонт;10;1998;0;0;10;12
797;1;Бобриковский горизонт;11;1998;0;0;10;12
797;1;Бобриковский горизонт;12;1998;0;0;10;12
756;1;Бобриковский горизонт;1;1998;701;23;53957;2622
756;1;Бобриковский горизонт;2;1998;24;1;53981;2650
756;1;Бобриковский горизонт;3;1998;0;0;53981;2650
756;1;Бобриковский горизонт;4;1998;0;0;53981;2650
756;1;Бобриковский горизонт;5;1998;0;0;53981;2650
756;1;Бобриковский горизонт;6;1998;0;0;53981;2650
756;1;Бобриковский горизонт;7;1998;0;0;53981;2650
756;1;Бобриковский горизонт;8;1998;0;0;53981;2650
756;1;Бобриковский горизонт;9;1998;0;0;53981;2650
756;1;Бобриковский горизонт;10;1998;0;0;53981;2650
756;1;Бобриковский горизонт;11;1998;0;0;53981;2650
756;1;Бобриковский горизонт;12;1998;0;0;53981;2650
704;1;Турнейский пласт Т1;1;1998;775;25;46613;2381
704;1;Турнейский пласт Т1;2;1998;224;8;46837;2409
704;1;Турнейский пласт Т1;3;1998;31;1;46868;2440
704;1;Турнейский пласт Т1;4;1998;8;1;46876;2449
704;1;Турнейский пласт Т1;5;1998;0;0;46876;2449
704;1;Турнейский пласт Т1;6;1998;360;15;47236;2473
704;1;Турнейский пласт Т1;7;1998;651;21;47887;2504
704;1;Турнейский пласт Т1;8;1998;930;30;48817;2535
704;1;Турнейский пласт Т1;9;1998;62;21;48879;2538
704;1;Турнейский пласт Т1;10;1998;930;30;49809;2569
704;1;Турнейский пласт Т1;11;1998;42;14;49851;2572
704;1;Турнейский пласт Т1;12;1998;0;0;49851;2572
726;1;Турнейский пласт Т1;1;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;2;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;3;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;4;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;5;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;6;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;7;1998;0;0;34789;2018
726;1;Турнейский пласт Т1;8;1998;800;200;35589;2022
726;1;Турнейский пласт Т1;9;1998;0;0;35589;2022
726;1;Турнейский пласт Т1;10;1998;0;0;35589;2022
726;1;Турнейский пласт Т1;11;1998;0;0;35589;2022
726;1;Турнейский пласт Т1;12;1998;0;0;35589;2022
764;1;Турнейский пласт Т1;1;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;2;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;3;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;4;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;5;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;6;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;7;1998;0;0;69284;2277
764;1;Турнейский пласт Т1;8;1998;340;20;69624;2294
764;1;Турнейский пласт Т1;9;1998;0;0;69624;2294
764;1;Турнейский пласт Т1;10;1998;1550;50;71174;2325
764;1;Турнейский пласт Т1;11;1998;1500;50;72674;2355
764;1;Турнейский пласт Т1;12;1998;1395;45;74069;2386
909;1;Турнейский пласт Т1;1;1998;0;0;38619;687
909;1;Турнейский пласт Т1;2;1998;0;0;38619;687
909;1;Турнейский пласт Т1;3;1998;0;0;38619;687
909;1;Турнейский пласт Т1;4;1998;0;0;38619;687
909;1;Турнейский пласт Т1;5;1998;0;0;38619;687
909;1;Турнейский пласт Т1;6;1998;1200;67;39819;705
909;1;Турнейский пласт Т1;7;1998;1550;50;41369;736
909;1;Турнейский пласт Т1;8;1998;1705;55;43074;767
909;1;Турнейский пласт Т1;9;1998;114;38;43188;770
909;1;Турнейский пласт Т1;10;1998;1550;50;44738;801
909;1;Турнейский пласт Т1;11;1998;1620;54;46358;831
909;1;Турнейский пласт Т1;12;1998;1519;49;47877;862
760;1;Турнейский пласт Т1;1;1998;775;25;29452;2266
760;1;Турнейский пласт Т1;2;1998;560;20;30012;2294
760;1;Турнейский пласт Т1;3;1998;930;30;30942;2325
760;1;Турнейский пласт Т1;4;1998;240;29;31182;2333
760;1;Турнейский пласт Т1;5;1998;0;0;31182;2333
760;1;Турнейский пласт Т1;6;1998;1080;45;32262;2357
760;1;Турнейский пласт Т1;7;1998;1550;50;33812;2388
760;1;Турнейский пласт Т1;8;1998;1550;50;35362;2419
760;1;Турнейский пласт Т1;9;1998;1500;50;36862;2449
760;1;Турнейский пласт Т1;10;1998;1240;40;38102;2480
760;1;Турнейский пласт Т1;11;1998;1500;50;39602;2510
760;1;Турнейский пласт Т1;12;1998;1395;45;40997;2541
779;1;Турнейский пласт Т1;1;1998;0;0;105504;3497
779;1;Турнейский пласт Т1;2;1998;0;0;105504;3497
779;1;Турнейский пласт Т1;3;1998;0;0;105504;3497
779;1;Турнейский пласт Т1;4;1998;0;0;105504;3497
779;1;Турнейский пласт Т1;5;1998;0;0;105504;3497
779;1;Турнейский пласт Т1;6;1998;360;15;105864;3521
779;1;Турнейский пласт Т1;7;1998;620;20;106484;3552
779;1;Турнейский пласт Т1;8;1998;1488;48;107972;3583
779;1;Турнейский пласт Т1;9;1998;432;43;108404;3593
779;1;Турнейский пласт Т1;10;1998;1240;40;109644;3624
779;1;Турнейский пласт Т1;11;1998;1200;40;110844;3654
779;1;Турнейский пласт Т1;12;1998;1116;36;111960;3685
723;1;Турнейский пласт Т1;1;1998;930;30;43847;2107
723;1;Турнейский пласт Т1;2;1998;840;30;44687;2135
723;1;Турнейский пласт Т1;3;1998;550;18;45237;2166
723;1;Турнейский пласт Т1;4;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;5;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;6;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;7;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;8;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;9;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;10;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;11;1998;0;0;45237;2166
723;1;Турнейский пласт Т1;12;1998;0;0;45237;2166
724;1;Турнейский пласт Т1;1;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;2;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;3;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;4;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;5;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;6;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;7;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;8;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;9;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;10;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;11;1998;0;0;22282;1878
724;1;Турнейский пласт Т1;12;1998;0;0;22282;1878
725;1;Турнейский пласт Т1;1;1998;0;0;38198;2055
725;1;Турнейский пласт Т1;2;1998;0;0;38198;2055
725;1;Турнейский пласт Т1;3;1998;90;23;38288;2059
725;1;Турнейский пласт Т1;4;1998;240;29;38528;2068
725;1;Турнейский пласт Т1;5;1998;0;0;38528;2068
725;1;Турнейский пласт Т1;6;1998;0;0;38528;2068
725;1;Турнейский пласт Т1;7;1998;0;0;38528;2068
725;1;Турнейский пласт Т1;8;1998;2550;150;41078;2085
725;1;Турнейский пласт Т1;9;1998;4500;150;45578;2115
725;1;Турнейский пласт Т1;10;1998;4340;140;49918;2146
725;1;Турнейский пласт Т1;11;1998;4350;145;54268;2176
725;1;Турнейский пласт Т1;12;1998;3937;127;58205;2207
729;1;Тульский пласт Тл2а;1;1999;0;0;114;275
729;1;Тульский пласт Тл2а;2;1999;0;0;114;275
729;1;Тульский пласт Тл2а;3;1999;0;0;114;275
729;1;Тульский пласт Тл2а;4;1999;0;0;114;275
729;1;Тульский пласт Тл2а;5;1999;0;0;114;275
729;1;Тульский пласт Тл2а;6;1999;0;0;114;275
729;1;Тульский пласт Тл2а;7;1999;0;0;114;275
729;1;Тульский пласт Тл2а;8;1999;0;0;114;275
729;1;Тульский пласт Тл2а;9;1999;0;0;114;275
729;1;Тульский пласт Тл2а;10;1999;0;0;114;275
729;1;Тульский пласт Тл2а;11;1999;0;0;114;275
729;1;Тульский пласт Тл2а;12;1999;0;0;114;275
937;1;Тульский пласт Тл2а;1;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;2;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;3;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;4;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;5;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;6;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;7;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;8;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;9;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;10;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;11;1999;0;0;38496;2546
937;1;Тульский пласт Тл2а;12;1999;0;0;38496;2546
910;1;Тульский пласт Тл2а;1;1999;2;0;45152;3300
910;1;Тульский пласт Тл2а;2;1999;0;0;45152;3300
910;1;Тульский пласт Тл2а;3;1999;2;0;45154;3331
910;1;Тульский пласт Тл2а;4;1999;43;2;45197;3350
910;1;Тульский пласт Тл2а;5;1999;0;0;45197;3350
910;1;Тульский пласт Тл2а;6;1999;43;2;45240;3369
910;1;Тульский пласт Тл2а;7;1999;217;9;45457;3392
910;1;Тульский пласт Тл2а;8;1999;202;7;45659;3423
910;1;Тульский пласт Тл2а;9;1999;19;6;45678;3426
910;1;Тульский пласт Тл2а;10;1999;165;11;45843;3441
